Fecha Actual,Codigo Marzam,Descripcion,Precio Farmacia,Precio Publico,% IVA,% IEPS,Impuesto 3,Tipo de Producto,Laboratorio,Clasificacion Fiscal,Descripcion Terapeutica,Sustancia Activa,Refrigerado,Controlado,Codigo de Barras,Unidad de Venta,Fecha de Caducidad,Grupo SSA,Accion Sobre Articulo,Pzas. Empaque Original,Descuento Comercial %,Codigo SAT, Unidad SAT,Contador
20180307,000361003,BENZETACIL 1200000UI INY C1             ,0000124.11,0000158.11,000.00,000.00,000.00,ET,SANDOZ  S.A. DE C.V.                    ,B ,Penicilinas Medio y Reducido E          ,BENCILPENICILINA BENZATINA              , , ,7502216934603,PZA,19000101,4 ,C,0010,001.01,51101500  , H87,01053
20180307,000361001,BENZETACIL COM 1200000U INY C1          ,0000124.11,0000158.11,000.00,000.00,000.00,ET,SANDOZ  S.A. DE C.V.                    ,B ,Penicilinas Medio y Reducido E          ,BENCILPENICILINA BENZATINA              , , ,7502216934597,PZA,19000101,4 ,C,0010,001.01,51101500  , H87,01054
20180307,003400926,BENZONATATO 100MG CAPS C20              ,0000024.21,0000125.00,000.00,000.00,000.00,ET,LABORATORIOS ALPHARMA  S.A. DE          ,N ,Analg?sicos No Narc?ticos Anti          ,BENZONATATO                             , , ,7503004908660,PZA,19000101,4 ,C,0001,000.00,51161801  , H87,01055
20180307,000364801,BEPANTHEN 5% PDA 30G                    ,0000046.47,0000070.14,000.00,000.00,000.00,OT,BAYER DE MEXICO S.A. DE C.V.            ,F ,Antibacteria Sulfonamidas Topi          ,DEXPANTENOL                             , , ,7501008427347,PZA,19000101,6 ,C,0010,000.00,51151508  , H87,01056
20180307,000364802,BEPANTHEN 5% POMADA 100G                ,0000079.88,0000120.58,000.00,000.00,000.00,OT,BAYER DE MEXICO S.A. DE C.V.            ,F ,Emolientes y Protectores                ,DEXPANTENOL                             , , ,7501008427330,PZA,19000101,6 ,C,0005,000.00,51151508  , H87,01057
20180307,000369301,BERIGLOBINA P 320MG 2ML AMP C1          ,0000396.09,0000504.57,000.00,000.00,000.00,ET,CSL BEHRING  S.A. DE C.V.               ,B ,Inmunoglobulinas Polivalentes           ,INMUNOGLOBULINA HUMANA                  ,R, ,7501088589690,PZA,19000101,4 ,C,0010,001.01,51201516  , H87,01058
20180307,000369003,BEROCCA CPR C30                         ,0000161.20,0000243.31,000.00,000.00,000.00,OT,BAYER DE MEXICO S.A. DE C.V.            ,F ,Complejo de Vitamina B                  ,VITAMINA B1                             , , ,7501008497074,PZA,19000101,6 ,C,0012,000.00,51191905  , H87,01059
20180307,000369002,BEROCCA CPR EFERV C10                   ,0000088.74,0000133.94,000.00,000.00,000.00,OT,BAYER DE MEXICO S.A. DE C.V.            ,F ,Complejo de Vitamina B                  ,VITAMINA B1                             , , ,7501008409572,PZA,19000101,6 ,C,0010,000.00,51191905  , H87,01060
20180307,000369201,BERODUAL DOSIF AER 10ML                 ,0000780.23,0001087.16,000.00,000.00,000.00,ET,BOEHRINGER INGELHEIM MEXICO  S          ,O ,Anticol  Solos+Comb  B2 Estim           ,IPRATROPIO  BROMURO DE                  , , ,7501037905069,PZA,19000101,4 ,C,0010,000.00,51161700  , H87,01061
20180307,000369801,BESIVANCE 0 6% FCO GTS 5ML              ,0000556.90,0000709.43,000.00,000.00,000.00,ET,BAUSCH & LOMB MEXICO S.A. DE C          ,B ,Conjuntivitis Inespec?fica              ,BESIFLOXACINO                           , , , 324208445075,PZA,19000101,4 ,C,0012,001.01,51241100  , H87,01062
20180307,000317301,BESSER SOL FCO GTS 5ML                  ,0000453.46,0000553.00,000.00,000.00,000.00,ET,ITALMEX  S.A.                           ,B ,Mi?ticos+Antiglaucoma                   ,DORZOLAMIDA  CLORHIDRATO DE             , , ,7795368000986,PZA,19000101,4 ,C,0010,001.01,51241100  , H87,01063
20180307,000371401,BETAGAN SOL 10ML                        ,0000473.47,0000576.38,000.00,000.00,000.00,ET,ALLERGAN  S.A. DE C.V.                  ,B ,Mi?ticos+Antiglaucoma                   ,LEVOBUNOLOL  CLORHIDRATO DE             , , ,7501201433572,PZA,19000101,4 ,C,0010,001.01,51241100  , H87,01064
20180307,000371601,BETAGRANULOS CRA 60G                    ,0000208.00,0000260.00,016.00,000.00,000.00,PF,ITALMEX  S.A.                           ,BA,Otros Productos Dermatol?gicos          ,                                        , , ,7703333007700,PZA,19000101,8 ,C,0010,001.01,53131613  , H87,01065
20180307,000371501,BETALFATRUS LACA UNGUEAL 3 3 ML         ,0000413.00,0000531.24,016.00,000.00,000.00,PF,ISDIN MEXICO S.A DE C.V                 ,BA,Emolientes y Protectores                ,                                        , , ,7898939803099,PZA,19000101,8 ,C,0010,001.01,53131638  , H87,01066
20180307,001254115,BETAMET/CLOTRIM/GENTA CRA 25MG          ,0000023.80,0000089.25,000.00,000.00,000.00,ET,LABORATORIOS SERRAL S A DE C V          ,N ,Corticosteroides T?picos Asoci          ,BETAMETASONA DIPROPIONATO DE            , , ,7501258207270,PZA,19000101,4 ,C,0001,000.00,51181701  , H87,01067
20180307,003400500,BETAMETASONA 4MG 1AMP 2ML               ,0000025.26,0000028.95,000.00,000.00,000.00,ET,DEPOFARMA S A                           ,N ,Antiacidos Antiflatulentos Car          ,BETAMETASONA                            , , ,7501537102517,PZA,19000101,4 ,C,0001,000.00,51181701  , H87,01068
20180307,000371603,BETAPIROX SH LOC 120ML                  ,0000260.00,0000325.00,016.00,000.00,000.00,PF,ITALMEX  S.A.                           ,BA,Otros Productos Dermatol?gicos          ,                                        , , ,7703281001010,PZA,19000101,8 ,C,0010,001.01,51241200  , H87,01069
20180307,000375007,BETNOVATE 0 094G LOC CAP 50ML           ,0000333.15,0000502.59,000.00,000.00,000.00,ET,GLAXOSMITHKLINE MEXICO  S.A. D          ,F ,Corticosteroides T?picos Solos          ,BETAMETASONA 17-VALERATO DE             , , ,7501043110853,PZA,19000101,4 ,C,0012,000.00,51181755  , H87,01070
20180307,000375004,BETNOVATE 0 10G LOC 100ML               ,0000365.47,0000551.36,000.00,000.00,000.00,ET,GLAXOSMITHKLINE MEXICO  S.A. D          ,F ,Corticosteroides T?picos Solos          ,BETAMETASONA 17-VALERATO DE             , , ,7501043110778,PZA,19000101,4 ,C,0012,000.00,51181755  , H87,01071
20180307,000375009,BETNOVATE 0 1G/100G CRA 40G             ,0000370.85,0000559.48,000.00,000.00,000.00,ET,GLAXOSMITHKLINE MEXICO  S.A. D          ,F ,Corticosteroides T?picos Solos          ,BETAMETASONA 17-VALERATO DE             , , ,7501043110686,PZA,19000101,4 ,C,0010,000.00,51181755  , H87,01072
20180307,000375010,BETNOVATE ESP 0 12% 50G                 ,0000327.95,0000494.76,000.00,000.00,000.00,ET,GLAXOSMITHKLINE MEXICO  S.A. D          ,F ,Corticosteroides T?picos Solos          ,BETAMETASONA VALERATO DE                , , ,7501043100304,PZA,19000101,4 ,C,0010,000.00,51181755  , H87,01073
20180307,000375503,BETOPTIC S GTS SUSP 5ML                 ,0000546.36,0000696.00,000.00,000.00,000.00,ET,NOVARTIS FARMACEUTICA  S.A DE           ,B ,Mi?ticos+Antiglaucoma                   ,BETAXOLOL                               , , ,7501088615603,PZA,19000101,4 ,C,0010,001.01,51151814  , H87,01074
20180307,000375701,BEVODINIX CAPS C20                      ,0000386.64,0000589.85,000.00,000.00,000.00,ET,ASPEN LABS  S.A. DE C.V.                ,F ,Corticosteroides Asociados              ,BETAMETASONA                            , , ,7502209851634,PZA,19000101,4 ,C,0001,000.00,51142000  , H87,01075
20180307,000317509,BEXIDENT AFT GEL 5ML                    ,0000101.83,0000162.93,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,GLICEROL                                , , ,8429420055254,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01076
20180307,000317508,BEXIDENT COLUT DTES SENS 250ML          ,0000132.54,0000212.06,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8429420006447,PZA,19000101,8 ,C,0010,000.00,53131500  , H87,01077
20180307,000317502,BEXIDENT ENC GEL GINGIVAL 50ML          ,0000175.11,0000280.17,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8430206280289,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01078
20180307,000317501,BEXIDENT ENCIAS COLU BUC 250ML          ,0000216.06,0000345.69,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8430206280296,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01079
20180307,000317503,BEXIDENT ENCIAS GEL DNT 75ML            ,0000137.39,0000219.82,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8429420008571,PZA,19000101,8 ,C,0005,000.00,53131500  , H87,01080
20180307,000317506,BEXIDENT ENCIAS SPRY 40ML               ,0000230.06,0000368.10,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8430206280272,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01081
20180307,000317507,BEXIDENT PDNT DTES SENS 75ML            ,0000103.45,0000165.52,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8429420054509,PZA,19000101,8 ,C,0010,000.00,53131500  , H87,01082
20180307,000317511,BEXIDENT POST COLUTORIO 250ML           ,0000284.48,0000455.17,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,GLICEROL                                , , ,8429420084520,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01083
20180307,000317510,BEXIDENT POST GEL TOPICO 25ML           ,0000177.26,0000283.62,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,GLICEROL                                , , ,8429420084674,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01084
20180307,000317504,BEXIDENT TRICL DENTR PDNT 75ML          ,0000120.69,0000193.10,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8430206280197,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01085
20180307,000317505,BEXIDENT TRICL ENJ BUC 250ML            ,0000148.17,0000237.07,016.00,000.00,000.00,PF,SIEGFRIED RHEIN S.A. DE C.V.            ,FA,Estomatol?gicos                         ,CLORHEXIDINA                            , , ,8430206280180,PZA,19000101,8 ,C,0001,000.00,53131500  , H87,01086
20180307,003400954,BEZAFIBRATO 200MG TAB C30               ,0000024.21,0000110.00,000.00,000.00,000.00,ET,PSICOFARMA  S.A.DE C.V.                 ,N ,Analg?sicos No Narc?ticos Anti          ,BEZAFIBRATO                             , , ,7501384504915,PZA,19000101,4 ,C,0001,000.00,51121800  , H87,01087
20180307,000378501,BI PROFENID 150MG CPR C10               ,0000351.68,0000503.93,000.00,000.00,000.00,ET,SANOFI AVENTIS WINTHROP  S.A.           ,F ,Antirreum?ticos No Esteroides           ,KETOPROFENO                             , , ,7501165005259,PZA,19000101,4 ,C,0001,000.00,51142108  , H87,01088
20180307,000378502,BI PROFENID 150MG CPR C20               ,0000551.66,0000790.48,000.00,000.00,000.00,ET,SANOFI AVENTIS WINTHROP  S.A.           ,F ,Antirreum?ticos No Esteroides           ,KETOPROFENO                             , , ,7501165006362,PZA,19000101,4 ,C,0001,000.00,51142108  , H87,01089
20180307,000382039,BICARB SOD A & H 227G                   ,0000010.81,0000016.06,016.00,000.00,000.00,VA,CHURCH & DWIGHT  S. DE R.L. DE          ,NA,Compuestos Minerales                    ,                                        , , , 033200011309,PZA,19000101,9 ,C,0024,000.00,51171504  , H87,01090
20180307,000383101,BICARB SOD PG 100G                      ,0000003.86,0000004.94,016.00,000.00,000.00,VA,PRODUCTOS DE CURACION Y CUIDAD          ,NA,Compuestos Minerales                    ,                                        , , ,7501126109019,PZA,19000101,9 ,C,0012,000.00,51171504  , H87,01091
20180307,000383301,BICARB SODIO BALMEN 100GR               ,0000005.11,0000006.59,016.00,000.00,000.00,VA,ISRAEL CALVO VILLEGAS                   ,NA,Otros Art?culos Dom?sticos              ,                                        , , ,7502013010470,PZA,19000101,9 ,C,0010,000.00,51171504  , H87,01092
20180307,003400510,BICARBONA SODIO PURO 100 GR             ,0000005.26,0000011.00,016.00,000.00,000.00,PF,DEPOFARMA S A                           ,NA,Otros Art?culos Dom?sticos              ,POTASIO BICARBONATO DE                  , , ,7506272401451,PZA,19000101,8 ,C,0001,000.00,51171626  , H87,01093
20180307,000376801,BICARNAT 7 5% F A 50ML                  ,0000094.29,0000115.69,000.00,000.00,000.00,ET,LABORATORIOS PISA S.A. DE C.V.          ,B ,Otras Soluciones Inyectables /          ,SODIO BICARBONATO DE                    , , ,7501125112034,PZA,19000101,4 ,C,0020,001.01,51191700  , H87,01094
20180307,000383201,BICARTIAL 2 5/50MG CAP C14              ,0000339.76,0000548.00,000.00,000.00,000.00,ET,LABORATORIOS SILANES S.A. DE C          ,F ,Antagonistas de la Angiotensin          ,AMLODIPINO BESILATO DE                  , , ,7501101649646,PZA,19000101,4 ,C,0001,000.00,51121700  , H87,01095
20180307,000383202,BICARTIAL 5/100MG CAP C14               ,0000345.96,0000558.00,000.00,000.00,000.00,ET,LABORATORIOS SILANES S.A. DE C          ,F ,Antagonistas de la Angiotensin          ,AMLODIPINO BESILATO DE                  , , ,7501101649660,PZA,19000101,4 ,C,0001,000.00,51121700  , H87,01096
20180307,000376901,BICARUVAS SOBRES C10 DE 5G C/U          ,0000012.07,0000018.16,016.00,000.00,000.00,VA,PROSANA DISTRIBUCIONES SA DE            ,NA,Otros Productos Digestivos Met          ,SODIO BICARBONATO DE                    , , ,7503006612206,PZA,19000101,9 ,C,0042,000.00,51191900  , H87,01097
20180307,000384503,BICONCOR 2 5/6 25MG TAB C30             ,0000489.46,0000760.38,000.00,000.00,000.00,ET,MERCK  S.A. DE C.V.                     ,F ,Agentes Beta-Bloqueadores Comb          ,BISOPROLOL                              , , ,7501298215891,PZA,19000101,4 ,C,0010,000.00,51121725  , H87,01098
20180307,000384504,BICONCOR 5/6 25MG TAB C30               ,0000664.08,0001031.66,000.00,000.00,000.00,ET,MERCK  S.A. DE C.V.                     ,F ,Agentes Beta-Bloqueadores Comb          ,BISOPROLOL                              , , ,7501298215907,PZA,19000101,4 ,C,0010,000.00,51121725  , H87,01099
20180307,003400458,BIFAREN 200MG TAB C30                   ,0000026.84,0000095.00,000.00,000.00,000.00,ET,DEPOFARMA S A                           ,N ,Antiacidos Antiflatulentos Car          ,BEZAFIBRATO                             , , ,7501573900412,PZA,19000101,4 ,C,0001,000.00,51121800  , H87,01100
20180307,000386702,BIFEBRAL 1620MG SUSP 70ML               ,0000121.80,0000174.00,000.00,000.00,000.00,ET,LABORATORIOS SANFER  S.A. DE C          ,F ,Analg?sicos No Narc?ticos Anti          ,PARACETAMOL                             , , ,7501072340047,PZA,19000101,4 ,C,0001,000.00,51142000  , H87,01101
20180307,000386701,BIFEBRAL 400MG CPR C12                  ,0000175.70,0000251.00,000.00,000.00,000.00,ET,LABORATORIOS SANFER  S.A. DE C          ,F ,Analg?sicos No Narc?ticos Anti          ,PARACETAMOL                             , , ,7501072340030,PZA,19000101,4 ,C,0001,000.00,51142000  , H87,01102
20180307,000387003,BIFRACARD 15MG TAB C14                  ,0000196.00,0000245.00,000.00,000.00,000.00,ET,A MENARINI MEXICO S A DE C V            ,B ,Inhibidores Eca Solos                   ,ZOFENOPRIL                              , , ,7501385495144,PZA,19000101,4 ,C,0001,001.01,51121759  , H87,01103
20180307,000387001,BIFRACARD 30MG TAB C14                  ,0000333.60,0000417.00,000.00,000.00,000.00,ET,A MENARINI MEXICO S A DE C V            ,B ,Inhibidores Eca Solos                   ,ZOFENOPRIL                              , , ,7501385495168,PZA,19000101,4 ,C,0001,001.01,51121759  , H87,01104
20180307,000387002,BIFRACARD 30MG TAB C28                  ,0000562.40,0000703.00,000.00,000.00,000.00,ET,A MENARINI MEXICO S A DE C V            ,B ,Inhibidores Eca Solos                   ,ZOFENOPRIL                              , , ,7501385495175,PZA,19000101,4 ,C,0001,001.01,51121759  , H87,01105
20180307,000392002,BINODIAN DEP INY JGA 1ML C1             ,0000394.06,0000530.00,000.00,000.00,000.00,ET,BAYER DE MEXICO S.A. DE C.V.            ,O ,Asociaciones Androgenos + Horm          ,PRASTERONA ENANTATO DE                  , , ,7501303443530,PZA,19000101,4 ,C,0010,000.00,51181800  , H87,01106
20180307,000393014,BINOTAL 1G CPR C12                      ,0000147.58,0000173.63,000.00,000.00,000.00,ET,LAKESIDE SALUD HUMANA S A               ,H ,Penicilinas Amplio Espectro             ,AMPICILINA                              , , ,7501258214568,PZA,19000101,4 ,C,0010,000.01,51101500  , H87,01107
20180307,000393022,BINOTAL 1GR TAB C28                     ,0000295.04,0000347.10,000.00,000.00,000.00,ET,LAKESIDE SALUD HUMANA S A               ,H ,Penicilinas Amplio Espectro             ,AMPICILINA                              , , ,7501258215046,PZA,19000101,4 ,C,0010,000.01,51101500  , H87,01108
20180307,000393015,BINOTAL 250MG SUSP 90ML                 ,0000115.27,0000135.60,000.00,000.00,000.00,ET,LAKESIDE SALUD HUMANA S A               ,H ,Penicilinas Amplio Espectro             ,AMPICILINA                              , , ,7501258214513,PZA,19000101,4 ,C,0010,000.01,51101500  , H87,01109
20180307,000393019,BINOTAL 500MG CAP C20                   ,0000154.18,0000181.39,000.00,000.00,000.00,ET,LAKESIDE SALUD HUMANA S A               ,H ,Penicilinas Amplio Espectro             ,AMPICILINA                              , , ,7501318688827,PZA,19000101,4 ,C,0010,000.01,51101500  , H87,01110
20180307,000393021,BINOTAL 500MG CAP C30                   ,0000223.29,0000262.70,000.00,000.00,000.00,ET,LAKESIDE SALUD HUMANA S A               ,H ,Penicilinas Amplio Espectro             ,AMPICILINA                              , , ,7501258215053,PZA,19000101,4 ,C,0010,000.01,51101500  , H87,01111
20180307,000410305,BIO CLARIFY MUJ LIMON STICK45G          ,0000026.77,0000033.45,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552911855,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01112
20180307,001984088,BIO DEO CLARI RENO MUJSPRY150G          ,0000032.68,0000040.16,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552900323,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01113
20180307,001984087,BIO DEO CLARI RENOV MUJ ROL50G          ,0000019.75,0000024.18,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552900316,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01114
20180307,001984104,BIO DEO CLARIFY AFINA ROL 50ML          ,0000019.75,0000024.17,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552907490,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01115
20180307,001984103,BIO DEO CLARIFY AFINA SPRY 150ML        ,0000032.68,0000040.16,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552907483,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01116
20180307,001984073,BIO DEO CLARIFY MUJ ROL50G              ,0000019.75,0000024.18,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7506078948068,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01117
20180307,001984074,BIO DEO CLARIFY MUJ SPRY150G            ,0000032.68,0000040.16,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7506078948075,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01118
20180307,000410311,BIO DEO INVISIBLE MJ SPRY 150ML         ,0000032.68,0000040.16,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552909173,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01119
20180307,000410310,BIO DEO INVISIBLE MUJ ROL 50ML          ,0000019.75,0000024.18,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552909197,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01120
20180307,001984067,BIO DEO INVISIBLE MUJ ROL50G            ,0000019.75,0000024.18,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7506078948020,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01121
20180307,001984069,BIO DEO INVISIBLE MUJ SPRY150G          ,0000032.68,0000040.16,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7506078948044,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01122
20180307,001984097,BIO DEO MINI PROTE5 HOM ROL25G          ,0000010.96,0000013.28,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552905755,PZA,19000101,8 ,C,0024,000.00,53131600  , H87,01123
20180307,001984098,BIO DEO MINI PROTE5 MUJ ROL25G          ,0000010.96,0000013.28,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552905724,PZA,19000101,8 ,C,0024,000.00,53131600  , H87,01124
20180307,001984086,BIO DEO PROTEC 5  MUJ ROL50G            ,0000019.75,0000024.18,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552905717,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01125
20180307,001984101,BIO DEO PROTEC 5 MUJ SPRY150G           ,0000032.68,0000040.16,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552905700,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01126
20180307,001984058,BIO DEO RELAX MUJ ROL50G                ,0000019.75,0000024.18,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7501839129731,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01127
20180307,000410354,BIO DRY CREAM TOQUE SECO 40ML           ,0000028.70,0000034.73,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552908398,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01128
20180307,000409701,BIO ELECTRO TAB C24                     ,0000052.62,0000061.90,000.00,000.00,000.00,OT,GENOMMA LAB INTERNACIONAL  S.A          ,F ,Antigripales Excl  Antiinfecci          ,PARACETAMOL                             , , , 650240007651,PZA,19000101,6 ,C,0006,000.00,51142400  , H87,01129
20180307,000410320,BIO EXTRA CARE MUJ STICK 45G            ,0000026.77,0000033.45,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552911879,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01130
20180307,000410380,BIO MEN AER EXTREME ICE 150ML           ,0000036.34,0000045.42,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552913675,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01131
20180307,000410382,BIO MEN AER INVISIBLE 150ML             ,0000036.34,0000045.42,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552913712,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01132
20180307,000410381,BIO MEN AER PROTECTION5 150ML           ,0000036.34,0000045.42,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552913118,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01133
20180307,000410383,BIO MEN ROLL ON EXTRE ICE 50ML          ,0000021.82,0000027.27,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552913668,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01134
20180307,000410384,BIO MEN ROLL ON INVISIBLE 50ML          ,0000021.82,0000027.27,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552913682,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01135
20180307,000410385,BIO MEN ROLL ON PROTECTI5 50ML          ,0000021.82,0000027.27,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Hombre                     ,                                        , , ,7509552913125,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01136
20180307,000410323,BIO O BLOCK DEO HOM AER 150ML           ,0000036.34,0000042.75,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552913750,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01137
20180307,000410324,BIO O BLOCK DEO MUJ AER 150ML           ,0000032.68,0000038.45,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552913743,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01138
20180307,000410322,BIO O BLOCK DEO MUJ R ON 50G            ,0000019.75,0000023.23,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552913767,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01139
20180307,000410390,BIO PROTECTION5 MUJ STICK 45G           ,0000026.77,0000033.45,016.00,000.00,000.00,PF,FRABEL  S.A. DE C.V.                    ,NA,Desodorantes Mujer                      ,                                        , , ,7509552911916,PZA,19000101,8 ,C,0012,000.00,53131600  , H87,01140
20180307,003400438,BIOARGIROL-C CRA 30G                    ,0000014.74,0000077.76,000.00,000.00,000.00,ET,PHARMA & HOSPITALES SA DE CV            ,N ,Antibacteria Sulfonamidas Topi          ,SULFADIZINA DE PLATA                    , , ,7501563381771,PZA,19000101,4 ,C,0001,000.00,42151900  , H87,01141
20180307,000395001,BIODEXAN OFT SOL GTS 5ML                ,0000353.44,0000450.37,000.00,000.00,000.00,ET,SOPHIA COMERCIAL  S.A DE C.V            ,B ,Cort+Antiinf Asoc Oft?lmicos            ,DEXAMETASONA  FOSFATO SODICO D          , , , 736085020946,PZA,19000101,4 ,C,0020,001.01,51181704  , H87,01142
20180307,003400921,BIODEZIL 25 MG TABS C30                 ,0000006.63,0000033.98,000.00,000.00,000.00,ET,PHARMA & HOSPITALES SA DE CV            ,N ,Inhibidores Eca Solos                   ,CAPTOPRIL                               , , ,7501563310146,PZA,19000101,4 ,C,0200,000.00,51121703  , H87,01143
